Timestamp,id,lat,long
2014-01-06 06:28:01,35,36.0762253,24.87468932
2014-01-06 06:29:18,35,36.07233978,24.87146176
2014-01-06 06:30:33,35,36.06754912,24.8733002
2014-01-06 07:05:01,35,36.06752333,24.8733625
2014-01-06 07:09:43,35,36.05628945,24.87617329
2014-01-06 07:13:31,35,36.04802146,24.87956951
2014-01-06 12:22:01,35,36.04811395,24.8795751
2014-01-06 12:23:31,35,36.05034197,24.88837547
2014-01-06 12:25:42,35,36.05583585,24.90254021
2014-01-06 13:49:07,35,36.05535497,24.90216672
2014-01-06 13:51:15,35,36.05031688,24.88763497
2014-01-06 13:52:42,35,36.04802686,24.879574800000004
2014-01-06 18:16:01,35,36.04811420000001,24.87957119
2014-01-06 18:19:43,35,36.06442542,24.87637272
2014-01-06 18:23:24,35,36.07623001,24.87466735
2014-01-07 06:37:01,35,36.07624511,24.87469672
2014-01-07 06:38:19,35,36.07226242,24.87146712
2014-01-07 06:39:33,35,36.06751381,24.8732988
2014-01-07 06:58:01,35,36.06750279,24.87334481
2014-01-07 07:01:48,35,36.05431528,24.87616714
2014-01-07 07:04:56,35,36.04802238,24.87956548
2014-01-07 12:35:01,35,36.04811706,24.87957116
2014-01-07 12:37:35,35,36.05577859,24.87340016
2014-01-07 12:41:16,35,36.05971244,24.85802119
2014-01-07 13:38:06,35,36.0592396,24.85803744
2014-01-07 13:41:40,35,36.05573576,24.87345835
2014-01-07 13:44:16,35,36.04802387,24.87957293
2014-01-07 18:15:01,35,36.04811679,24.87956712
2014-01-07 18:18:56,35,36.06558653,24.87646171
2014-01-07 18:22:24,35,36.07624339,24.87466606
2014-01-07 20:20:01,35,36.07622215,24.874607
2014-01-07 20:21:38,35,36.07613113,24.866128699999997
2014-01-07 20:23:19,35,36.07665884,24.8576419
2014-01-07 21:23:01,35,36.07669784,24.85772179
2014-01-07 21:24:50,35,36.07613652,24.86704147
2014-01-07 21:26:19,35,36.07622588,24.87469229
2014-01-08 06:23:01,35,36.07624895,24.87467705
2014-01-08 06:24:16,35,36.07242402,24.87156149
2014-01-08 06:25:33,35,36.0675341,24.873334
2014-01-08 06:54:01,35,36.06750023,24.87332313
2014-01-08 06:56:37,35,36.05667294,24.8762195
2014-01-08 06:58:52,35,36.0480265,24.87957139
2014-01-08 12:18:01,35,36.0480231,24.87956527
